BehaviorSpace results (NetLogo 6.0.3),,,,,,,,,,,,,,,,,,,
Evacuation.nlogo,,,,,,,,,,,,,,,,,,,
number-of-rooms,,,,,,,,,,,,,,,,,,,
06/10/2018 00:02:27:518 -0500,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,
-20,20,-20,20,,,,,,,,,,,,,,,,
[run number],building-type,number-of-doors,door-proximity,show-checkpoints,number-of-people,hallway-size,number-of-rooms,[step],ticks,average-time-to-evacuate,,Average of ticks,Column Labels,,,,,,
675,build my own!,1,19,FALSE,250,7,4,454,454,224.268,,,,,,,,,
674,build my own!,1,19,FALSE,250,7,4,458,458,230.636,,,,,,,,,
676,build my own!,1,19,FALSE,250,7,6,424,424,213.888,,,,,,,,,
678,build my own!,1,19,FALSE,250,7,6,454,454,228.068,,,,,,,,,
677,build my own!,1,19,FALSE,250,7,6,453,453,229.464,,,,,,,,,
679,build my own!,1,19,FALSE,250,7,6,447,447,228.432,,,,,,,,,
680,build my own!,1,19,FALSE,250,7,6,441,441,218.748,,,,,,,,,
681,build my own!,1,19,FALSE,250,7,6,448,448,227.812,,,,,,,,,
682,build my own!,1,19,FALSE,250,7,6,453,453,229.572,,,,,,,,,
683,build my own!,1,19,FALSE,250,7,6,440,440,223.248,,,,,,,,,
684,build my own!,1,19,FALSE,250,7,6,427,427,213.38,,,,,,,,,
685,build my own!,1,19,FALSE,250,7,6,441,441,225.784,,,,,,,,,
686,build my own!,1,19,FALSE,250,7,6,429,429,217.444,,,,,,,,,
687,build my own!,1,19,FALSE,250,7,6,456,456,233.24,,,,,,,,,
688,build my own!,1,19,FALSE,250,7,6,449,449,221.064,,,,,,,,,
689,build my own!,1,19,FALSE,250,7,6,444,444,227.284,,,,,,,,,
690,build my own!,1,19,FALSE,250,7,6,438,438,219.74,,,,,,,,,
691,build my own!,1,19,FALSE,250,7,6,458,458,230.132,,,,,,,,,
692,build my own!,1,19,FALSE,250,7,6,433,433,218.748,,,,,,,,,
693,build my own!,1,19,FALSE,250,7,6,428,428,217.84,,,,,,,,,
694,build my own!,1,19,FALSE,250,7,6,436,436,214.944,,,,,,,,,
695,build my own!,1,19,FALSE,250,7,6,438,438,217.116,,,,,,,,,
696,build my own!,1,19,FALSE,250,7,6,456,456,230.032,,,,,,,,,
697,build my own!,1,19,FALSE,250,7,6,446,446,222.04,,,,,,,,,
698,build my own!,1,19,FALSE,250,7,6,449,449,228.42,,,,,,,,,
699,build my own!,1,19,FALSE,250,7,6,455,455,229.48,,,,,,,,,
700,build my own!,1,19,FALSE,250,7,6,446,446,225.22,,,,,,,,,
701,build my own!,1,19,FALSE,250,7,8,423,423,210.088,,,,,,,,,
702,build my own!,1,19,FALSE,250,7,8,421,421,213.548,,,,,,,,,
703,build my own!,1,19,FALSE,250,7,8,436,436,216.744,,,,,,,,,
704,build my own!,1,19,FALSE,250,7,8,440,440,223.98,,,,,,,,,
705,build my own!,1,19,FALSE,250,7,8,439,439,225.916,,,,,,,,,
706,build my own!,1,19,FALSE,250,7,8,423,423,215.06,,,,,,,,,
707,build my own!,1,19,FALSE,250,7,8,445,445,225.544,,,,,,,,,
708,build my own!,1,19,FALSE,250,7,8,438,438,222.604,,,,,,,,,
709,build my own!,1,19,FALSE,250,7,8,430,430,213.304,,,,,,,,,
710,build my own!,1,19,FALSE,250,7,8,435,435,215.812,,,,,,,,,
711,build my own!,1,19,FALSE,250,7,8,452,452,228.632,,,,,,,,,
712,build my own!,1,19,FALSE,250,7,8,436,436,219.308,,,,,,,,,
713,build my own!,1,19,FALSE,250,7,8,440,440,219.324,,,,,,,,,
714,build my own!,1,19,FALSE,250,7,8,429,429,213.044,,,,,,,,,
715,build my own!,1,19,FALSE,250,7,8,426,426,215.508,,,,,,,,,
716,build my own!,1,19,FALSE,250,7,8,444,444,225.64,,,,,,,,,
717,build my own!,1,19,FALSE,250,7,8,441,441,219.248,,,,,,,,,
718,build my own!,1,19,FALSE,250,7,8,447,447,225.124,,,,,,,,,
719,build my own!,1,19,FALSE,250,7,8,437,437,217.196,,,,,,,,,
720,build my own!,1,19,FALSE,250,7,8,442,442,220.732,,,,,,,,,
721,build my own!,1,19,FALSE,250,7,8,434,434,219.38,,,,,,,,,
722,build my own!,1,19,FALSE,250,7,8,420,420,216.164,,,,,,,,,
723,build my own!,1,19,FALSE,250,7,8,436,436,224.728,,,,,,,,,
724,build my own!,1,19,FALSE,250,7,8,439,439,217.7,,,,,,,,,
725,build my own!,1,19,FALSE,250,7,8,451,451,228.428,,,,,,,,,
726,build my own!,1,19,FALSE,250,7,10,446,446,224.4,,,,,,,,,
727,build my own!,1,19,FALSE,250,7,10,431,431,217.944,,,,,,,,,
728,build my own!,1,19,FALSE,250,7,10,433,433,216.92,,,,,,,,,
729,build my own!,1,19,FALSE,250,7,10,434,434,218.736,,,,,,,,,
730,build my own!,1,19,FALSE,250,7,10,450,450,227.4,,,,,,,,,
731,build my own!,1,19,FALSE,250,7,10,444,444,225.1,,,,,,,,,
732,build my own!,1,19,FALSE,250,7,10,421,421,210.592,,,,,,,,,
733,build my own!,1,19,FALSE,250,7,10,429,429,216.048,,,,,,,,,
734,build my own!,1,19,FALSE,250,7,10,431,431,217.62,,,,,,,,,
735,build my own!,1,19,FALSE,250,7,10,421,421,208.668,,,,,,,,,
736,build my own!,1,19,FALSE,250,7,10,433,433,216.776,,,,,,,,,
737,build my own!,1,19,FALSE,250,7,10,453,453,228.472,,,,,,,,,
738,build my own!,1,19,FALSE,250,7,10,420,420,215.204,,,,,,,,,
739,build my own!,1,19,FALSE,250,7,10,441,441,224.992,,,,,,,,,
740,build my own!,1,19,FALSE,250,7,10,451,451,221.1,,,,,,,,,
741,build my own!,1,19,FALSE,250,7,10,441,441,220.48,,,,,,,,,
743,build my own!,1,19,FALSE,250,7,10,430,430,215.116,,,,,,,,,
742,build my own!,1,19,FALSE,250,7,10,445,445,225.768,,,,,,,,,
744,build my own!,1,19,FALSE,250,7,10,433,433,213.704,,,,,,,,,
745,build my own!,1,19,FALSE,250,7,10,443,443,220.724,,,,,,,,,
746,build my own!,1,19,FALSE,250,7,10,432,432,213.912,,,,,,,,,
747,build my own!,1,19,FALSE,250,7,10,457,457,226.068,,,,,,,,,
748,build my own!,1,19,FALSE,250,7,10,431,431,217.68,,,,,,,,,
749,build my own!,1,19,FALSE,250,7,10,439,439,223.484,,,,,,,,,
750,build my own!,1,19,FALSE,250,7,10,449,449,225.052,,,,,,,,,
